2025/06/02 18:47:29.422, 38.81
2025/06/02 18:47:29.522, 38.81
2025/06/02 18:47:29.622, 38.71
2025/06/02 18:47:29.723, 38.81
2025/06/02 18:47:29.823, 38.81
2025/06/02 18:47:29.923, 38.81
2025/06/02 18:47:30.023, 38.81
2025/06/02 18:47:30.123, 38.89
2025/06/02 18:47:30.223, 38.81
2025/06/02 18:47:30.323, 38.81
2025/06/02 18:47:30.423, 38.81
2025/06/02 18:47:30.523, 38.81
2025/06/02 18:47:30.624, 38.81
2025/06/02 18:47:30.724, 38.81
2025/06/02 18:47:30.824, 38.81
2025/06/02 18:47:30.924, 38.81
2025/06/02 18:47:31.024, 38.71
2025/06/02 18:47:31.124, 38.81
2025/06/02 18:47:31.224, 38.71
2025/06/02 18:47:31.324, 38.81
2025/06/02 18:47:31.425, 159.66
2025/06/02 18:47:31.525, 144.00
2025/06/02 18:47:31.625, 145.51
2025/06/02 18:47:31.725, 207.93
2025/06/02 18:47:31.825, 207.24
2025/06/02 18:47:31.925, 209.27
2025/06/02 18:47:32.025, 208.38
2025/06/02 18:47:32.125, 207.93
2025/06/02 18:47:32.225, 209.52
2025/06/02 18:47:32.326, 209.39
2025/06/02 18:47:32.426, 211.13
2025/06/02 18:47:32.526, 209.93
2025/06/02 18:47:32.626, 209.95
2025/06/02 18:47:32.726, 210.48
2025/06/02 18:47:32.826, 209.43
2025/06/02 18:47:32.926, 211.09
2025/06/02 18:47:33.026, 208.45
2025/06/02 18:47:33.126, 208.97
2025/06/02 18:47:33.227, 211.50
2025/06/02 18:47:33.327, 210.24
2025/06/02 18:47:33.427, 210.36
2025/06/02 18:47:33.527, 212.14
2025/06/02 18:47:33.627, 211.44
2025/06/02 18:47:33.727, 211.44
2025/06/02 18:47:33.827, 210.15
2025/06/02 18:47:33.927, 213.14
2025/06/02 18:47:34.027, 211.79
2025/06/02 18:47:34.128, 213.25
2025/06/02 18:47:34.228, 212.53
2025/06/02 18:47:34.328, 212.18
2025/06/02 18:47:34.428, 216.22
2025/06/02 18:47:34.528, 214.49
2025/06/02 18:47:34.628, 213.20
2025/06/02 18:47:34.728, 214.14
2025/06/02 18:47:34.828, 214.12
2025/06/02 18:47:34.928, 214.63
2025/06/02 18:47:35.029, 214.26
2025/06/02 18:47:35.129, 215.31
2025/06/02 18:47:35.229, 213.78
2025/06/02 18:47:35.329, 211.94
2025/06/02 18:47:35.429, 216.33
2025/06/02 18:47:35.529, 215.38
2025/06/02 18:47:35.629, 215.36
2025/06/02 18:47:35.729, 216.53
2025/06/02 18:47:35.829, 216.59
2025/06/02 18:47:35.930, 216.52
2025/06/02 18:47:36.030, 215.38
2025/06/02 18:47:36.130, 216.79
2025/06/02 18:47:36.230, 218.01
2025/06/02 18:47:36.330, 216.59
2025/06/02 18:47:36.430, 216.29
2025/06/02 18:47:36.530, 214.65
2025/06/02 18:47:36.630, 218.15
2025/06/02 18:47:36.731, 216.91
2025/06/02 18:47:36.831, 215.56
2025/06/02 18:47:36.931, 217.98
2025/06/02 18:47:37.031, 217.62
2025/06/02 18:47:37.131, 216.15
2025/06/02 18:47:37.231, 219.80
2025/06/02 18:47:37.331, 217.91
2025/06/02 18:47:37.431, 216.78
2025/06/02 18:47:37.531, 219.80
2025/06/02 18:47:37.632, 220.34
2025/06/02 18:47:37.732, 217.93
2025/06/02 18:47:37.832, 220.35
2025/06/02 18:47:37.932, 220.38
2025/06/02 18:47:38.032, 217.76
2025/06/02 18:47:38.132, 218.76
2025/06/02 18:47:38.232, 222.67
2025/06/02 18:47:38.332, 221.14
2025/06/02 18:47:38.432, 220.02
2025/06/02 18:47:38.533, 223.73
2025/06/02 18:47:38.633, 221.51
2025/06/02 18:47:38.733, 220.62
2025/06/02 18:47:38.833, 225.00
2025/06/02 18:47:38.933, 224.96
2025/06/02 18:47:39.033, 223.00
2025/06/02 18:47:39.133, 225.36
2025/06/02 18:47:39.233, 225.91
2025/06/02 18:47:39.333, 224.21
2025/06/02 18:47:39.434, 225.19
2025/06/02 18:47:39.534, 224.01
2025/06/02 18:47:39.634, 224.96
2025/06/02 18:47:39.734, 227.90
2025/06/02 18:47:39.834, 227.26
2025/06/02 18:47:39.934, 223.10
2025/06/02 18:47:40.034, 227.67
2025/06/02 18:47:40.134, 227.72
2025/06/02 18:47:40.234, 224.70
2025/06/02 18:47:40.335, 229.44
2025/06/02 18:47:40.435, 228.18
2025/06/02 18:47:40.535, 67.88
2025/06/02 18:47:40.635, 65.42
2025/06/02 18:47:40.735, 65.71
2025/06/02 18:47:40.835, 65.32
2025/06/02 18:47:40.935, 64.81
2025/06/02 18:47:41.035, 65.32
2025/06/02 18:47:41.135, 65.32
2025/06/02 18:47:41.236, 64.44
2025/06/02 18:47:41.336, 64.15
2025/06/02 18:47:41.436, 65.02
2025/06/02 18:47:41.536, 64.71
2025/06/02 18:47:41.636, 64.15
2025/06/02 18:47:41.736, 64.83
2025/06/02 18:47:41.836, 64.63
2025/06/02 18:47:41.936, 64.73
2025/06/02 18:47:42.037, 64.91
2025/06/02 18:47:42.137, 64.05
2025/06/02 18:47:42.237, 64.73
2025/06/02 18:47:42.337, 41.26
2025/06/02 18:47:42.437, 40.17
2025/06/02 18:47:42.537, 40.45
2025/06/02 18:47:42.637, 40.37
2025/06/02 18:47:42.737, 40.36
2025/06/02 18:47:42.837, 40.36
2025/06/02 18:47:42.938, 40.27
